Year,State,Burden Rate,Income per Capita,Taxes Paid to Own State Per Capita,Taxes Paid to Other States Per Capita,Total Taxes Paid Per Capita
1984,Nebraska,0.10,12488.39,848.89,412.65,1261.54
1984,Nevada,0.08,14762.17,691.30,478.81,1170.11
1984,New Hampshire,0.08,14750.45,622.54,575.23,1197.77
1984,New Jersey,0.12,16753.85,1313.12,625.67,1938.79
1984,New Mexico,0.09,11248.98,645.84,359.37,1005.21
1984,New York,0.13,15175.56,1523.51,409.16,1932.67
1984,North Carolina,0.10,11381.81,767.40,336.62,1104.02
1984,North Dakota,0.10,11736.10,761.63,402.01,1163.64
1984,Ohio,0.10,12890.91,933.48,365.95,1299.43
1984,Oklahoma,0.09,12155.78,676.57,370.79,1047.36
1984,Oregon,0.11,12582.81,1049.74,390.04,1439.78
1984,Pennsylvania,0.10,13365.91,960.97,403.71,1364.68
1984,Rhode Island,0.11,13455.65,1039.42,481.09,1520.51
1984,South Carolina,0.09,10629.09,684.34,320.50,1004.84
1984,South Dakota,0.08,10945.81,531.79,376.64,908.43
1984,Tennessee,0.08,11020.17,513.88,325.30,839.18
1984,Texas,0.07,13187.25,605.44,351.96,957.40
1984,Utah,0.11,10796.09,842.19,334.90,1177.09
1984,Vermont,0.11,12144.39,887.34,420.64,1307.98
1984,Virginia,0.10,14064.24,938.57,449.38,1387.95
1984,Washington,0.10,14367.63,940.33,430.02,1370.35
1984,West Virginia,0.10,10204.20,763.82,300.81,1064.63
1984,Wisconsin,0.13,13009.43,1275.95,388.01,1663.96
1984,Wyoming,0.08,13193.19,549.83,455.17,1005.00
1983,Alabama,0.09,9489.98,564.29,280.79,845.08
1983,Alaska,0.06,18976.16,571.96,533.24,1105.20
1983,Arizona,0.09,11510.06,690.83,366.60,1057.43
1983,Arkansas,0.09,9117.32,498.80,279.44,778.24
1983,California,0.10,14271.67,1086.03,382.09,1468.12
1983,Colorado,0.09,13554.28,840.61,409.35,1249.96
1983,Connecticut,0.10,16135.21,1020.76,591.68,1612.44
1983,Delaware,0.10,13245.72,823.58,466.99,1290.57
1983,District of Columbia,0.13,12958.02,1126.64,516.31,1642.95
1983,Florida,0.08,12761.86,634.08,405.09,1039.17
1983,Georgia,0.10,10616.69,696.20,309.65,1005.85
1983,Hawaii,0.10,13532.55,925.10,406.72,1331.82
1983,Idaho,0.10,10313.22,693.42,341.41,1034.83
1983,Illinois,0.10,13356.93,937.07,385.85,1322.92
1983,Indiana,0.08,10852.77,570.72,322.32,893.04
1983,Iowa,0.10,11401.09,794.68,376.75,1171.43
1983,Kansas,0.09,12277.83,719.95,417.62,1137.57
1983,Kentucky,0.09,9641.33,617.48,284.19,901.67
1983,Louisiana,0.07,10668.51,452.73,296.20,748.93
1983,Maine,0.10,10690.97,780.35,333.86,1114.21
1983,Maryland,0.11,14161.52,1079.01,457.12,1536.13
1983,Massachusetts,0.11,13736.65,1045.11,429.32,1474.43
1983,Michigan,0.11,11890.05,925.25,326.22,1251.47
1983,Minnesota,0.11,12269.42,1036.08,361.35,1397.43
1983,Mississippi,0.09,8423.07,487.66,246.08,733.74
1983,Missouri,0.09,11469.50,671.91,369.66,1041.57
1983,Montana,0.09,11045.00,593.76,369.44,963.20
1983,Nebraska,0.10,11753.64,789.47,388.05,1177.52
1983,Nevada,0.08,13786.68,600.33,442.23,1042.56
1983,New Hampshire,0.08,13263.76,548.33,516.21,1064.54
1983,New Jersey,0.11,15250.01,1179.01,560.84,1739.85
1983,New Mexico,0.08,10447.00,520.63,334.66,855.29
1983,New York,0.12,13847.27,1355.98,368.12,1724.10
1983,North Carolina,0.10,10206.90,679.24,298.61,977.85
1983,North Dakota,0.09,11317.15,605.79,383.52,989.31
1983,Ohio,0.10,11716.22,824.43,328.67,1153.10
1983,Oklahoma,0.09,11727.78,638.17,354.03,992.20
1983,Oregon,0.12,11567.92,975.99,354.77,1330.76
1983,Pennsylvania,0.10,12174.04,869.20,367.83,1237.03
1983,Rhode Island,0.11,12326.60,964.66,432.47,1397.13
1983,South Carolina,0.09,9574.81,614.43,285.57,900.00
1983,South Dakota,0.08,10132.24,504.81,345.82,850.63
1983,Tennessee,0.08,10058.80,468.33,295.08,763.41
1983,Texas,0.07,12365.95,558.30,325.95,884.25
1983,Utah,0.10,9948.76,721.17,306.23,1027.40
1983,Vermont,0.10,11236.75,782.10,380.39,1162.49
1983,Virginia,0.10,12792.10,847.47,405.87,1253.34
1983,Washington,0.09,13410.93,853.85,396.90,1250.75
1983,West Virginia,0.10,9540.36,664.30,277.77,942.07
1983,Wisconsin,0.12,11964.09,1132.29,353.00,1485.29
1983,Wyoming,0.08,12907.46,545.83,437.58,983.41
1982,Alabama,0.09,9131.25,536.94,270.35,807.29
1982,Alaska,0.06,17758.14,576.66,499.10,1075.76
1982,Arizona,0.09,11298.81,648.75,362.33,1011.08
1982,Arkansas,0.08,8807.24,458.62,266.87,725.49
1982,California,0.10,13853.86,1065.91,373.04,1438.95
1982,Colorado,0.09,13152.57,788.22,396.59,1184.81
1982,Connecticut,0.10,15343.80,944.31,564.73,1509.04
1982,Delaware,0.10,12623.79,760.60,443.91,1204.51
1982,District of Columbia,0.14,12265.14,1186.18,496.24,1682.42
1982,Florida,0.08,12195.28,576.84,395.98,972.82
1982,Georgia,0.09,10054.28,646.18,291.82,938.00
1982,Hawaii,0.10,12720.11,844.45,389.34,1233.79
1982,Idaho,0.10,9875.89,649.10,326.34,975.44
1982,Illinois,0.10,12917.97,884.61,369.79,1254.40
1982,Indiana,0.08,10657.09,547.29,316.12,863.41
1982,Iowa,0.10,11229.85,769.90,361.75,1131.65
1982,Kansas,0.09,11900.42,655.57,397.71,1053.28
1982,Kentucky,0.09,9494.87,579.32,276.40,855.72
1982,Louisiana,0.07,10528.94,448.79,291.16,739.95
1982,Maine,0.10,10041.40,729.16,316.12,1045.28
1982,Maryland,0.11,13313.83,995.87,428.13,1424.00
1982,Massachusetts,0.11,12820.29,986.50,397.67,1384.17
1982,Michigan,0.10,11488.50,844.68,317.25,1161.93
1982,Minnesota,0.10,11814.02,875.31,345.08,1220.39
1982,Mississippi,0.09,8305.38,472.14,243.35,715.49
1982,Missouri,0.09,10950.44,599.78,348.87,948.65
1982,Montana,0.09,10515.93,577.45,351.62,929.07
1982,Nebraska,0.10,11402.18,713.91,369.02,1082.93
1982,Nevada,0.07,13556.48,572.74,432.82,1005.56
1982,New Hampshire,0.08,12380.19,518.03,481.24,999.27
1982,New Jersey,0.11,14402.09,1072.29,530.83,1603.12
1982,New Mexico,0.08,10166.48,526.26,320.94,847.20
1982,New York,0.12,13050.25,1250.77,347.51,1598.28
1982,North Carolina,0.10,9764.09,646.90,284.78,931.68
1982,North Dakota,0.09,10749.26,590.01,359.71,949.72
1982,Ohio,0.09,11356.61,701.47,320.38,1021.85
1982,Oklahoma,0.09,11698.48,659.30,348.99,1008.29
1982,Oregon,0.11,11259.41,860.29,347.19,1207.48
1982,Pennsylvania,0.10,11742.07,821.83,352.12,1173.95
1982,Rhode Island,0.11,11615.76,891.91,408.11,1300.02
1982,South Carolina,0.09,9146.93,569.00,272.48,841.48
1982,South Dakota,0.08,9965.06,499.63,332.53,832.16
1982,Tennessee,0.08,9591.04,439.13,281.19,720.32
1982,Texas,0.07,12185.39,544.01,318.96,862.97
1982,Utah,0.10,9667.84,697.73,297.36,995.09
1982,Vermont,0.10,10688.54,749.27,359.51,1108.78
1982,Virginia,0.10,12000.17,777.96,385.06,1163.02
1982,Washington,0.09,12892.51,750.23,382.95,1133.18
1982,West Virginia,0.10,9494.42,658.94,274.50,933.44
1982,Wisconsin,0.12,11590.95,1024.46,341.53,1365.99
1982,Wyoming,0.08,13491.00,579.61,445.55,1025.16
1981,Alabama,0.09,8570.93,507.39,248.74,756.13
1981,Alaska,0.06,15915.91,559.45,445.36,1004.81
1981,Arizona,0.09,10611.40,620.31,337.40,957.71
1981,Arkansas,0.08,8258.04,430.93,245.33,676.26
1981,California,0.10,13072.14,992.28,347.10,1339.38
1981,Colorado,0.09,12004.51,680.83,359.68,1040.51
1981,Connecticut,0.10,14198.44,869.55,520.23,1389.78
1981,Delaware,0.10,11781.92,706.27,409.35,1115.62
1981,District of Columbia,0.14,11638.92,1105.72,476.88,1582.60
1981,Florida,0.08,11419.48,529.80,370.96,900.76
1981,Georgia,0.09,9332.33,594.95,265.78,860.73
1981,Hawaii,0.10,12475.05,869.55,380.17,1249.72
1981,Idaho,0.10,9574.17,597.45,310.54,907.99
1981,Illinois,0.10,12049.95,855.20,334.43,1189.63
1981,Indiana,0.08,10160.14,500.92,293.33,794.25
1981,Iowa,0.10,10573.54,704.04,331.29,1035.33
1981,Kansas,0.09,10931.11,627.33,358.46,985.79
1981,Kentucky,0.09,8756.04,545.07,247.26,792.33
1981,Louisiana,0.07,9687.29,420.29,264.47,684.76
1981,Maine,0.10,9452.52,666.96,290.71,957.67
1981,Maryland,0.11,12369.80,924.15,391.46,1315.61
1981,Massachusetts,0.11,11832.90,967.43,355.84,1323.27
1981,Michigan,0.10,10989.04,787.17,290.80,1077.97
1981,Minnesota,0.10,11054.12,788.36,313.95,1102.31
1981,Mississippi,0.09,7778.86,452.95,224.17,677.12
1981,Missouri,0.09,10193.26,556.96,316.77,873.73
1981,Montana,0.09,9936.71,541.05,327.96,869.01
1981,Nebraska,0.10,10352.33,661.07,327.23,988.30
1981,Nevada,0.07,12969.68,548.56,407.64,956.20
1981,New Hampshire,0.08,11289.34,448.21,433.72,881.93
1981,New Jersey,0.11,13343.73,989.90,485.93,1475.83
1981,New Mexico,0.09,9374.57,552.82,289.03,841.85
1981,New York,0.12,12036.27,1159.07,316.14,1475.21
1981,North Carolina,0.09,9068.42,588.96,258.60,847.56
1981,North Dakota,0.10,9147.81,607.11,308.47,915.58
1981,Ohio,0.09,10742.06,630.75,296.90,927.65
1981,Oklahoma,0.08,10504.29,560.11,310.74,870.85
1981,Oregon,0.11,10958.29,849.99,329.83,1179.82
1981,Pennsylvania,0.10,10931.19,758.03,320.37,1078.40
1981,Rhode Island,0.11,10825.43,799.44,373.86,1173.30
1981,South Carolina,0.09,8571.64,524.87,249.74,774.61
1981,South Dakota,0.08,9149.76,465.65,299.06,764.71
1981,Tennessee,0.07,9039.65,414.05,259.16,673.21
1981,Texas,0.07,11102.30,493.30,288.92,782.22
1981,Utah,0.10,9028.71,646.32,271.29,917.61
1981,Vermont,0.10,9882.61,659.21,329.75,988.96
1981,Virginia,0.10,11316.27,719.11,358.63,1077.74
1981,Washington,0.09,12156.88,683.46,359.29,1042.75
1981,West Virginia,0.10,8692.16,577.03,246.33,823.36
1981,Wisconsin,0.12,10944.66,947.49,315.21,1262.70
1981,Wyoming,0.07,12711.54,516.59,411.15,927.74
1980,Alabama,0.09,7753.21,453.61,224.68,678.29
1980,Alaska,0.08,14101.60,771.94,407.17,1179.11
1980,Arizona,0.10,9616.05,619.98,307.92,927.90
1980,Arkansas,0.09,7418.37,424.31,219.58,643.89
1980,California,0.11,11770.02,951.93,316.08,1268.01
1980,Colorado,0.10,10696.28,688.71,322.95,1011.66
1980,Connecticut,0.10,12522.19,777.46,459.39,1236.85
1980,Delaware,0.10,10484.65,648.19,365.74,1013.93
1980,District of Columbia,0.13,10472.26,922.16,443.86,1366.02
1980,Florida,0.08,10023.02,492.67,333.17,825.84
1980,Georgia,0.09,8402.64,543.27,239.96,783.23
1980,Hawaii,0.10,11167.01,811.28,350.16,1161.44
1980,Idaho,0.10,8606.77,569.27,284.84,854.11
1980,Illinois,0.10,11057.67,798.12,306.23,1104.35
1980,Indiana,0.08,9282.46,461.57,266.51,728.08
1980,Iowa,0.10,9513.50,656.07,299.87,955.94
1980,Kansas,0.09,9916.10,576.69,324.01,900.70
1980,Kentucky,0.09,8015.59,512.33,226.61,738.94
1980,Louisiana,0.08,8479.45,409.90,231.46,641.36
1980,Maine,0.10,8379.30,604.78,257.10,861.88
1980,Maryland,0.11,11101.29,866.52,352.62,1219.14
1980,Massachusetts,0.11,10508.53,882.25,314.19,1196.44
1980,Michigan,0.10,10160.16,749.31,267.86,1017.17
1980,Minnesota,0.10,9991.68,744.23,283.17,1027.40
1980,Mississippi,0.09,7030.03,421.84,201.68,623.52
1980,Missouri,0.09,9272.72,536.29,286.63,822.92
1980,Montana,0.09,8873.37,501.63,298.39,800.02
1980,Nebraska,0.10,9370.46,663.94,294.17,958.11
1980,Nevada,0.07,11838.77,494.37,381.76,876.13
1980,New Hampshire,0.08,9999.82,417.54,385.35,802.89
1980,New Jersey,0.11,11914.56,929.75,431.32,1361.07
1980,New Mexico,0.09,8427.35,477.85,263.05,740.90
1980,New York,0.12,10758.30,1054.77,282.88,1337.65
1980,North Carolina,0.10,8107.83,551.82,230.86,782.68
1980,North Dakota,0.10,8618.97,594.62,280.01,874.63
1980,Ohio,0.09,9847.47,581.27,270.21,851.48
1980,Oklahoma,0.08,9158.97,483.11,270.92,754.03
1980,Oregon,0.11,10112.67,758.05,306.84,1064.89
1980,Pennsylvania,0.10,9926.96,714.19,285.31,999.50
1980,Rhode Island,0.11,9605.37,719.67,330.26,1049.93
1980,South Carolina,0.09,7711.88,482.48,226.03,708.51
1980,South Dakota,0.08,8448.04,437.64,273.51,711.15
1980,Tennessee,0.08,8159.55,380.38,234.77,615.15
1980,Texas,0.07,9794.65,449.74,259.93,709.67
1980,Utah,0.11,8315.44,620.19,253.48,873.67
1980,Vermont,0.10,8800.49,603.61,294.98,898.59
1980,Virginia,0.10,10008.44,653.65,325.12,978.77
1980,Washington,0.09,11051.44,668.58,330.75,999.33
1980,West Virginia,0.10,8091.75,553.78,224.91,778.69
1980,Wisconsin,0.12,10028.26,869.94,286.98,1156.92
1980,Wyoming,0.07,11367.26,470.63,372.09,842.72
1979,Alabama,0.09,7168.18,425.67,210.09,635.76
1979,Alaska,0.09,12968.03,812.14,387.05,1199.19
1979,Arizona,0.10,8676.46,588.51,284.73,873.24
1979,Arkansas,0.08,7029.80,361.56,209.43,570.99
1979,California,0.10,10647.15,818.01,291.39,1109.40
1979,Colorado,0.10,9641.86,668.41,297.28,965.69
1979,Connecticut,0.10,11222.03,740.93,415.24,1156.17
1979,Delaware,0.10,9491.48,606.24,335.10,941.34
1979,District of Columbia,0.13,9946.14,829.85,424.21,1254.06
1979,Florida,0.09,9029.55,473.60,308.22,781.82
1979,Georgia,0.09,7753.56,498.49,224.34,722.83
1979,Hawaii,0.11,10115.15,732.03,328.12,1060.15
1979,Idaho,0.10,8027.73,565.02,269.63,834.65
1979,Illinois,0.10,10194.83,734.33,287.43,1021.76
1979,Indiana,0.08,8735.76,468.74,252.27,721.01
1979,Iowa,0.10,9059.34,608.35,285.35,893.70
1979,Kansas,0.09,9003.46,548.73,298.32,847.05
1979,Kentucky,0.10,7421.43,497.20,210.94,708.14
1979,Louisiana,0.08,7656.13,390.81,211.56,602.37
1979,Maine,0.10,7600.99,548.02,236.60,784.62
1979,Maryland,0.11,10152.86,812.69,328.08,1140.77
1979,Massachusetts,0.12,9509.86,833.04,287.79,1120.83
1979,Michigan,0.10,9616.89,721.74,255.15,976.89
1979,Minnesota,0.11,9171.65,735.09,263.46,998.55
1979,Mississippi,0.09,6477.16,414.55,187.40,601.95
1979,Missouri,0.09,8595.28,507.26,267.72,774.98
1979,Montana,0.09,8303.45,494.69,282.88,777.57
1979,Nebraska,0.10,8846.72,619.59,278.84,898.43
1979,Nevada,0.08,11090.06,544.61,361.65,906.26
1979,New Hampshire,0.08,9001.08,394.93,353.25,748.18
1979,New Jersey,0.12,10804.02,879.13,392.13,1271.26
1979,New Mexico,0.09,7746.32,472.12,245.68,717.80
1979,New York,0.12,9774.81,956.44,260.83,1217.27
1979,North Carolina,0.10,7500.53,507.68,215.27,722.95
1979,North Dakota,0.10,8586.70,551.18,276.48,827.66
1979,Ohio,0.09,9105.39,542.71,252.63,795.34
1979,Oklahoma,0.09,8217.42,450.69,247.97,698.66
1979,Oregon,0.11,9317.21,730.71,287.44,1018.15
1979,Pennsylvania,0.10,9100.25,660.56,263.46,924.02
1979,Rhode Island,0.12,8659.27,691.28,300.50,991.78
1979,South Carolina,0.09,7037.14,441.27,209.36,650.63
1979,South Dakota,0.08,8085.94,408.80,261.12,669.92
1979,Tennessee,0.08,7624.10,374.74,221.49,596.23
1979,Texas,0.08,8891.66,423.28,242.37,665.65
1979,Utah,0.11,7707.55,579.47,239.20,818.67
1979,Vermont,0.11,8045.90,596.28,272.51,868.79
1979,Virginia,0.10,9056.78,606.19,301.26,907.45
1979,Washington,0.10,10133.84,654.39,309.68,964.07
1979,West Virginia,0.10,7501.62,525.89,210.69,736.58
1979,Wisconsin,0.12,9188.00,842.72,266.96,1109.68
1979,Wyoming,0.08,10329.03,446.32,346.03,792.35
1978,Alabama,0.09,6440.45,385.55,200.08,585.63
1978,Alaska,0.10,12372.05,855.18,387.52,1242.70
1978,Arizona,0.11,7593.17,529.30,265.45,794.75
1978,Arkansas,0.09,6292.03,339.87,199.59,539.46
1978,California,0.12,9695.13,933.43,267.38,1200.81
1978,Colorado,0.10,8583.45,599.16,281.56,880.72
1978,Connecticut,0.11,10027.32,690.44,391.19,1081.63
1978,Delaware,0.10,8692.71,556.78,322.02,878.80
1978,District of Columbia,0.13,9377.32,783.49,410.93,1194.42
1978,Florida,0.09,8036.50,435.42,292.13,727.55
1978,Georgia,0.10,6985.20,450.11,214.18,664.29
1978,Hawaii,0.11,9091.68,652.99,312.64,965.63
1978,Idaho,0.11,7294.56,524.48,258.15,782.63
1978,Illinois,0.10,9278.35,682.96,277.22,960.18
1978,Indiana,0.09,7860.75,427.04,241.36,668.40
1978,Iowa,0.10,8097.62,543.12,272.80,815.92
1978,Kansas,0.10,7998.03,495.86,280.95,776.81
1978,Kentucky,0.10,6640.04,450.22,200.78,651.00
1978,Louisiana,0.08,6777.60,343.29,198.43,541.72
1978,Maine,0.11,6913.25,526.12,227.72,753.84
1978,Maryland,0.12,9186.27,753.16,313.90,1067.06
1978,Massachusetts,0.12,8585.67,784.40,275.75,1060.15
1978,Michigan,0.10,8679.67,656.02,244.60,900.62
1978,Minnesota,0.11,8247.36,667.79,252.84,920.63
1978,Mississippi,0.10,5830.86,385.35,177.71,563.06
1978,Missouri,0.09,7739.43,456.54,255.92,712.46
1978,Montana,0.10,7421.50,447.97,268.29,716.26
1978,Nebraska,0.11,7915.09,565.67,267.15,832.82
1978,Nevada,0.08,9827.48,489.67,338.98,828.65
1978,New Hampshire,0.09,7993.41,370.13,333.35,703.48
1978,New Jersey,0.12,9737.73,817.64,372.67,1190.31
1978,New Mexico,0.10,6923.57,431.05,232.27,663.32
1978,New York,0.13,8902.11,897.76,250.01,1147.77
1978,North Carolina,0.10,6768.81,460.92,205.96,666.88
1978,North Dakota,0.11,7604.54,560.55,261.29,821.84
1978,Ohio,0.09,8217.21,495.60,242.83,738.43
1978,Oklahoma,0.09,7297.72,401.38,234.09,635.47
1978,Oregon,0.11,8426.25,679.54,273.58,953.12
1978,Pennsylvania,0.11,8237.53,618.11,252.23,870.34
1978,Rhode Island,0.12,7823.32,610.50,287.09,897.59
1978,South Carolina,0.10,6351.35,406.28,199.92,606.20
1978,South Dakota,0.09,7172.37,381.84,248.81,630.65
1978,Tennessee,0.08,6826.74,351.51,210.57,562.08
1978,Texas,0.08,7863.63,396.46,228.10,624.56
1978,Utah,0.11,6998.58,520.98,228.44,749.42
1978,Vermont,0.11,7155.51,551.54,256.95,808.49
1978,Virginia,0.10,8127.03,562.41,287.18,849.59
1978,Washington,0.10,8993.36,607.15,292.20,899.35
1978,West Virginia,0.10,6617.32,455.05,198.80,653.85
1978,Wisconsin,0.13,8262.70,805.02,255.53,1060.55
1978,Wyoming,0.08,9154.69,409.24,325.13,734.37
1977,Alabama,0.09,5847.40,356.20,184.40,540.60
1977,Alaska,0.12,12935.34,1111.11,393.23,1504.34
1977,Arizona,0.11,6849.04,489.05,243.24,732.29
1977,Arkansas,0.09,5626.06,302.04,181.12,483.16
1977,California,0.12,8791.98,822.99,247.79,1070.78
1977,Colorado,0.11,7708.65,558.08,258.45,816.53
1977,Connecticut,0.11,9108.27,646.84,366.10,1012.94
1977,Delaware,0.10,8003.89,493.96,302.65,796.61
1977,District of Columbia,0.12,8593.20,676.50,381.45,1057.95
1977,Florida,0.09,7206.69,401.20,269.53,670.73
1977,Georgia,0.10,6306.13,411.38,196.68,608.06
1977,Hawaii,0.11,8550.01,609.43,296.35,905.78
1977,Idaho,0.11,6670.57,474.29,237.54,711.83
1977,Illinois,0.11,8458.67,635.59,257.34,892.93
1977,Indiana,0.09,7123.66,393.82,222.48,616.30
1977,Iowa,0.11,7237.54,515.95,248.88,764.83
1977,Kansas,0.10,7294.16,449.82,260.06,709.88
1977,Kentucky,0.10,6030.03,408.56,184.90,593.46
1977,Louisiana,0.08,6124.12,301.04,181.96,483.00
1977,Maine,0.11,6424.38,457.67,214.44,672.11
1977,Maryland,0.12,8421.33,680.94,292.72,973.66
1977,Massachusetts,0.12,7831.65,706.01,257.79,963.80
1977,Michigan,0.11,7773.50,605.69,223.51,829.20
1977,Minnesota,0.11,7429.47,606.24,232.82,839.06
1977,Mississippi,0.10,5300.84,346.93,163.02,509.95
1977,Missouri,0.09,6992.42,422.06,236.16,658.22
1977,Montana,0.10,6653.73,415.84,244.62,660.46
1977,Nebraska,0.11,7068.74,540.87,243.79,784.66
1977,Nevada,0.09,8750.23,449.38,307.00,756.38
1977,New Hampshire,0.09,7199.60,348.03,305.13,653.16
1977,New Jersey,0.13,8882.08,781.20,350.41,1131.61
1977,New Mexico,0.09,6234.25,361.44,213.74,575.18
1977,New York,0.13,8146.95,862.21,232.29,1094.50
1977,North Carolina,0.10,6166.87,427.60,190.26,617.86
1977,North Dakota,0.12,6399.79,533.75,228.01,761.76
1977,Ohio,0.09,7413.04,446.50,224.67,671.17
1977,Oklahoma,0.09,6473.60,363.86,212.48,576.34
1977,Oregon,0.11,7655.13,620.77,251.53,872.30
1977,Pennsylvania,0.11,7492.23,556.49,234.74,791.23
1977,Rhode Island,0.12,7193.29,568.97,266.70,835.67
1977,South Carolina,0.09,5797.12,359.67,186.05,545.72
1977,South Dakota,0.09,6157.25,352.34,219.80,572.14
1977,Tennessee,0.08,6159.67,318.87,193.12,511.99
1977,Texas,0.08,7100.68,365.15,210.33,575.48
1977,Utah,0.11,6367.09,469.38,210.81,680.19
1977,Vermont,0.12,6497.66,536.83,238.00,774.83
1977,Virginia,0.10,7345.97,502.74,264.11,766.85
1977,Washington,0.10,8089.96,533.25,268.18,801.43
1977,West Virginia,0.10,6091.67,420.37,183.88,604.25
1977,Wisconsin,0.13,7441.79,725.14,235.88,961.02
1977,Wyoming,0.08,7965.30,365.36,292.49,657.85
